month,site,plot,treatment,sp,ID,focal,age,leaves_tot,leaves_infec,leaf_area.pix,lesion_area.pix,severity,plant_group,next_severity,Mv_dens,EvS_dens,EvA_dens,Mv_sev,Ev_sev,Mv_sev_dens,EvS_sev_dens,EvA_sev_dens,edge_severity,dew_c,temp_avg_s,hum_avg_s,fungicide,plotf,next_severity_l,next_severity_t
early_aug,D1,2,water,Mv,3,1,seedling,5,1,382392,131,6.851607774221218e-5,Mv,0.10818565573281975,7,3,1,0.008876103037521118,0.19537093256207333,0.05325661822512671,0.5861127976862199,0.19537093256207333,0.09094597179402274,3.159289359163677,-1.658716747797939,1.7212046795726903,0,D12w,-2.109401068814767,0.10904489771586182
early_aug,D1,3,water,Mv,1,1,seedling,2,1,542356,31108,0.02867858012080626,Mv,0.14040785971356098,19,3,1,0.008710794763600671,0.16042100189142272,0.1567943057448121,0.48126300567426816,0.16042100189142272,0.06437864307829114,1.5848145651073808,-1.564246456351382,1.1896532020995247,0,D13w,-1.8119005916280764,0.1411964389685751
early_aug,D1,3,water,Mv,2,1,seedling,9,2,644234,16583,0.005720143784884236,Mv,0.3241430069497365,19,3,1,0.020190012931561682,0.16042100189142272,0.3634202327681103,0.48126300567426816,0.16042100189142272,0.06437864307829114,1.5848145651073808,-1.564246456351382,1.1896532020995247,0,D13w,-0.7347951015789317,0.3245286582502854
early_aug,D1,3,water,Mv,3,1,seedling,7,2,215065,8808,0.011701445742317107,Mv,0.10392084562438544,19,3,1,0.017199361952845247,0.16042100189142272,0.30958851515121444,0.48126300567426816,0.16042100189142272,0.06437864307829114,1.5848145651073808,-1.564246456351382,1.1896532020995247,0,D13w,-2.1543907347107525,0.10478944026117407
early_aug,D1,4,water,Mv,1,1,seedling,4,0,244096,0,0,Mv,0.0016577330067926621,67,3,1,2.543295292948973e-4,0.15937189152497414,0.016785748933463223,0.47811567457492243,0.15937189152497414,0.0406919507497528,1.5781927557670075,-1.7098696140415206,1.7142818924794483,0,D14w,-6.400043108846204,0.0027505888554619764
early_aug,D1,4,water,Mv,2,1,seedling,5,1,433968,246,1.1337241455591196e-4,Mv,0.02706002612300528,67,3,1,1.9764332201694136e-4,0.15937189152497414,0.01304445925311813,0.47811567457492243,0.15937189152497414,0.0406919507497528,1.5781927557670075,-1.7098696140415206,1.7142818924794483,0,D14w,-3.582228873909465,0.028097175188525003
early_aug,D1,4,water,Mv,3,1,seedling,6,1,381158,904,3.952866440338827e-4,Mv,9.602048436999893e-4,67,3,1,5.668620727795598e-5,0.15937189152497414,0.0037412896803450946,0.47811567457492243,0.15937189152497414,0.0406919507497528,1.5781927557670075,-1.7098696140415206,1.7142818924794483,0,D14w,-6.946363347639111,0.0020545903593936297
early_aug,D1,5,water,Mv,1,1,seedling,5,0,375677,0,0,Mv,0.0012742570527357745,3,7,1,0,0.27062311953481144,0,1.89436183674368,0.27062311953481144,3.4341739347644315e-4,0.9852871492446545,-1.3190929130407714,1.0620076371938643,0,D15w,-6.663333440803984,0.002367953857444687
early_aug,D1,5,water,Mv,2,1,seedling,3,0,142532,0,0,Mv,0.045208909977593255,3,7,1,0,0.27062311953481144,0,1.89436183674368,0.27062311953481144,3.4341739347644315e-4,0.9852871492446545,-1.3190929130407714,1.0620076371938643,0,D15w,-3.050177299855309,0.04620625885922134
early_aug,D1,6,water,Mv,1,1,seedling,7,1,295974,2730,0.0013176833100204748,Mv,0.1967614259724749,3,11,1,0.002532585009798694,0.19391486521704127,0.005065170019597388,2.1330635173874537,0.19391486521704127,0.19861369801547787,0.8345861344916913,-1.538288707866891,1.1077210663379766,0,D16w,-1.4066559767155813,0.1974264228453423
early_aug,D1,6,water,Mv,2,1,seedling,8,1,367896,1958,6.652695326940223e-4,Mv,0.14014822252862538,3,11,1,0.00285879189846192,0.19391486521704127,0.00571758379692384,2.1330635173874537,0.19391486521704127,0.19861369801547787,0.8345861344916913,-1.538288707866891,1.1077210663379766,0,D16w,-1.814053455422212,0.14093737116343102
early_aug,D1,6,water,Mv,3,1,seedling,5,2,112548,1238,0.004399900486903366,Mv,0.19580280069058123,3,11,1,9.914764213572486e-4,0.19391486521704127,0.001982952842714497,2.1330635173874537,0.19391486521704127,0.19861369801547787,0.8345861344916913,-1.538288707866891,1.1077210663379766,0,D16w,-1.4127326143513066,0.1964698998118738
early_aug,D1,7,water,Mv,1,1,seedling,10,1,356101,5572,0.0015647246146458448,Mv,0.16286580333904654,3,19,1,0.002398719273314996,0.29677631659074405,0.004797438546629992,5.6387500152241365,0.29677631659074405,0.249437502540403,0.7082615291785654,-1.2962249983200307,1.0454756497356665,0,D17w,-1.637052873395213,0.16360513271768898
early_aug,D1,7,water,Mv,2,1,seedling,7,3,226688,2500,0.004726445914334113,Mv,0.16165480882428213,3,19,1,8.178586234708623e-4,0.29677631659074405,0.0016357172469417245,5.6387500152241365,0.29677631659074405,0.249437502540403,0.7082615291785654,-1.2962249983200307,1.0454756497356665,0,D17w,-1.645961693022415,0.16239679389264994
early_aug,D1,7,water,Mv,3,1,seedling,7,1,450751,224,7.099263229587954e-5,Mv,0.19144859364500336,3,19,1,0.0031455852644899788,0.29677631659074405,0.0062911705289799575,5.6387500152241365,0.29677631659074405,0.249437502540403,0.7082615291785654,-1.2962249983200307,1.0454756497356665,0,D17w,-1.4406209407391775,0.1921252414659573
early_aug,D1,8,water,Mv,1,1,seedling,5,1,214253,4107,0.0038337852912211264,Mv,0.10832059916614786,3,3,3,0.011204088623178912,0.17357874417188357,0.022408177246357824,0.5207362325156507,0.5207362325156507,0.1270486547239814,0.9095748482906241,-1.4154532707387444,1.315380049055048,0,D18w,-2.1080032009257863,0.10917954522060806
early_aug,D1,8,water,Mv,2,1,seedling,3,1,478570,20037,0.013956161063167353,Mv,0.1484943152719451,3,3,3,0.006142900737205798,0.17357874417188357,0.012285801474411596,0.5207362325156507,0.5207362325156507,0.1270486547239814,0.9095748482906241,-1.4154532707387444,1.315380049055048,0,D18w,-1.746453939838006,0.1492651610717873
early_aug,D1,8,water,Mv,3,1,seedling,6,2,344967,8747,0.00845201618319047,Mv,0.24615601452244792,3,3,3,0.008894973177194239,0.17357874417188357,0.017789946354388478,0.5207362325156507,0.5207362325156507,0.1270486547239814,0.9095748482906241,-1.4154532707387444,1.315380049055048,0,D18w,-1.119217154572848,0.24671268992919695
early_aug,D1,9,water,Mv,1,1,seedling,7,1,283183,457,2.3054249120079342e-4,Mv,0.13235859436100691,3,3,5,8.247191793363204e-4,0.1765945638702694,0.0016494383586726409,0.5297836916108082,0.882972819351347,0.665162820290358,0.7104246415881421,-1.4656076410841083,1.2334933575262725,0,D19w,-1.8802572363080003,0.133164825513724
early_aug,D1,9,water,Mv,2,1,seedling,6,1,220277,2180,0.0016494383586726409,Mv,0.12327514594918891,3,3,5,1.1527124560039671e-4,0.1765945638702694,2.3054249120079342e-4,0.5297836916108082,0.882972819351347,0.665162820290358,0.7104246415881421,-1.4656076410841083,1.2334933575262725,0,D19w,-1.9617674203935906,0.12410129694491437
early_aug,D1,9,water,Mv,3,1,seedling,5,0,275518,0,0,Mv,0.24711346698855882,3,3,5,9.399904249367171e-4,0.1765945638702694,0.0018799808498734343,0.5297836916108082,0.882972819351347,0.665162820290358,0.7104246415881421,-1.4656076410841083,1.2334933575262725,0,D19w,-1.1140641997074627,0.24766804271884707
early_aug,D1,10,water,Mv,1,1,seedling,3,1,287673,3441,0.003987165983599434,Mv,0.1278579258934444,3,3,9,0.029137151796788767,0.017206077724314248,0.058274303593577534,0.05161823317294274,0.15485469951882824,0.25560942486083366,2.6066108660628977,-1.4436265794131258,1.4161319945277535,0,D110w,-1.9200259715893138,0.12867402693315177
early_aug,D1,10,water,Mv,2,1,seedling,7,2,460197,484,3.004924288635395e-4,Mv,0.3962554585152838,3,3,9,0.030980488574156716,0.017206077724314248,0.06196097714831343,0.05161823317294274,0.15485469951882824,0.25560942486083366,2.6066108660628977,-1.4436265794131258,1.4161319945277535,0,D110w,-0.4210911960825164,0.3964829684746801
early_aug,D1,10,water,Mv,3,1,seedling,5,1,370005,107253,0.05797381116471399,Mv,0.04922917922659547,3,3,9,0.0021438292062314866,0.017206077724314248,0.004287658412462973,0.05161823317294274,0.15485469951882824,0.25560942486083366,2.6066108660628977,-1.4436265794131258,1.4161319945277535,0,D110w,-2.9607672632617485,0.050217711728291536
early_aug,D2,1,fungicide,Mv,1,1,seedling,9,2,520859,1431,6.105299130858831e-4,Mv,0.002662530235764675,3,3,1,0.00114974715450049,0.12904740715444352,0.00229949430900098,0.38714222146333055,0.12904740715444352,0.17785293456081194,NA,NA,NA,1,D21f,-5.92543780062618,0.003753182581738875
early_aug,D2,1,fungicide,Mv,2,1,seedling,6,1,457794,1066,3.880930433047761e-4,Mv,0.03464522066879958,3,3,1,0.0012609655893910437,0.12904740715444352,0.0025219311787820875,0.38714222146333055,0.12904740715444352,0.17785293456081194,NA,NA,NA,1,D21f,-3.3273080685014746,0.035665735535753966
early_aug,D2,1,fungicide,Mv,3,1,seedling,5,3,280004,892,0.0019114012656962043,Mv,0.0010342229292148277,3,3,1,4.993114781953296e-4,0.12904740715444352,9.986229563906592e-4,0.38714222146333055,0.12904740715444352,0.17785293456081194,NA,NA,NA,1,D21f,-6.872104725910365,0.0021284461245454967
early_aug,D2,2,fungicide,Mv,1,1,seedling,7,1,339363,852,3.586551442387229e-4,Mv,1.1855177155863966e-5,7,3,1,0,0.04067418883015322,0,0.12202256649045964,0.04067418883015322,0.023991060992988457,NA,NA,NA,1,D22f,-11.261752925445506,0.0011083204070305222
early_aug,D2,2,fungicide,Mv,2,1,seedling,6,0,191911,0,0,Mv,4.182389352566128e-5,7,3,1,1.7932757211936145e-4,0.04067418883015322,0.0010759654327161688,0.12202256649045964,0.04067418883015322,0.023991060992988457,NA,NA,NA,1,D22f,-10.05837347977415,0.0011382234025310875
early_aug,D2,2,fungicide,Mv,3,1,seedling,7,0,305943,0,0,Mv,0.0024156741850411244,7,3,1,1.7932757211936145e-4,0.04067418883015322,0.0010759654327161688,0.12202256649045964,0.04067418883015322,0.023991060992988457,NA,NA,NA,1,D22f,-6.022945392699127,0.0035068678820037533
early_aug,D2,3,fungicide,Mv,1,1,seedling,3,1,564127,1118,6.606077473098552e-4,Mv,0.03422375033060037,19,3,1,0.0012364465868933978,0.04796214840263215,0.02225603856408116,0.14388644520789645,0.04796214840263215,1.0059444847642183,NA,NA,NA,1,D23f,-3.3399841409561275,0.035245189474612214
early_aug,D2,3,fungicide,Mv,2,1,seedling,9,2,509239,4144,0.0018083628490529768,Mv,0.007980674395002788,19,3,1,6.62569036021837e-4,0.04796214840263215,0.011926242648393065,0.14388644520789645,0.04796214840263215,1.0059444847642183,NA,NA,NA,1,D23f,-4.822595382960639,0.009059664144136554
early_aug,D2,3,fungicide,Mv,3,1,seedling,10,5,474019,630,6.645303247338187e-4,Mv,0.0028276853004390616,19,3,1,0.001234485298181416,0.04796214840263215,0.022220735367265487,0.14388644520789645,0.04796214840263215,1.0059444847642183,NA,NA,NA,1,D23f,-5.865112544791392,0.0039179754642538886
early_aug,D2,4,fungicide,Mv,1,1,seedling,5,1,291318,1019,6.995791540515862e-4,Mv,0.004371068796821933,67,3,1,0.00142380258067655,0.09655036584571758,0.0939709703246523,0.28965109753715274,0.09655036584571758,0.5991394890838553,NA,NA,NA,1,D24f,-5.4281393270999985,0.005457974347706095
early_aug,D2,4,fungicide,Mv,2,1,seedling,5,1,230122,566,4.919129852860657e-4,Mv,0.0035675202451302254,67,3,1,0.0015276356650593104,0.09655036584571758,0.10082395389391449,0.28965109753715274,0.09655036584571758,0.5991394890838553,NA,NA,NA,1,D24f,-5.632031370281092,0.0046561879638909055
early_aug,D2,4,fungicide,Mv,3,1,seedling,2,1,691941,3260,0.0023556921760670346,Mv,0.05876017767439936,67,3,1,5.957460696688259e-4,0.09655036584571758,0.03931924059814251,0.28965109753715274,0.09655036584571758,0.5991394890838553,NA,NA,NA,1,D24f,-2.7737176353022615,0.05972780886370989
early_aug,D2,5,fungicide,Mv,1,1,seedling,7,1,365189,364,1.4239202166549375e-4,Mv,0.07025997310623039,3,7,1,2.0570225209199028e-4,0.07940937712345265,4.1140450418398057e-4,0.5558656398641686,0.07940937712345265,0.49159066789455236,NA,NA,NA,1,D25f,-2.5826895848203772,0.0712023854459097
early_aug,D2,5,fungicide,Mv,2,1,seedling,6,3,476233,275,2.8872421692742835e-4,Mv,0.0904004763654331,3,7,1,1.3253615446102296e-4,0.07940937712345265,2.650723089220459e-4,0.5558656398641686,0.07940937712345265,0.49159066789455236,NA,NA,NA,1,D25f,-2.308744919351078,0.09129872093480715
early_aug,D2,5,fungicide,Mv,3,1,seedling,6,1,379034,279,1.226802872565522e-4,Mv,0.008735959827589868,3,7,1,2.1555811929646105e-4,0.07940937712345265,4.311162385929221e-4,0.5558656398641686,0.07940937712345265,0.49159066789455236,NA,NA,NA,1,D25f,-4.731419662201114,0.009813293249020593
early_aug,D2,7,fungicide,Mv,1,1,seedling,7,1,399787,1528,5.460050333945684e-4,Mv,1.1184020830238797e-4,3,19,1,3.07737356041265e-5,0.0856695083505242,6.1547471208253e-5,1.6277206586599597,0.0856695083505242,0.11009222687179888,NA,NA,NA,1,D27f,-9.089426961760676,0.001208086172757865
early_aug,D2,7,fungicide,Mv,2,1,seedling,3,1,81896,14,5.6982840024746835e-5,Mv,0.0014122555054028178,3,19,1,2.7528483228903727e-4,0.0856695083505242,5.505696645780745e-4,1.6277206586599597,0.0856695083505242,0.11009222687179888,NA,NA,NA,1,D27f,-6.560447113177095,0.0025056496819260573
early_aug,D2,7,fungicide,Mv,3,1,seedling,6,1,292101,8,4.564631183506162e-6,Mv,0.0018707672372776693,3,19,1,3.014939367096576e-4,0.0856695083505242,6.029878734193152e-4,1.6277206586599597,0.0856695083505242,0.11009222687179888,NA,NA,NA,1,D27f,-6.279000729218026,0.0029631559056169728
early_aug,D2,8,fungicide,Mv,1,1,seedling,5,3,510628,47740,0.056095631261897115,Mv,0.006556998461785896,3,3,3,6.481177474798054e-4,0.2019594198336384,0.0012962354949596108,0.6058782595009152,0.6058782595009152,0.8797996240991803,NA,NA,NA,1,D28f,-5.020492251400096,0.007639110307264435
early_aug,D2,8,fungicide,Mv,2,1,seedling,7,3,385199,518,5.763254837110169e-4,Mv,0.014256126223134713,3,3,3,0.028407770636572856,0.2019594198336384,0.05681554127314571,0.6058782595009152,0.6058782595009152,0.8797996240991803,NA,NA,NA,1,D28f,-4.236140704730732,0.01532135401650503
early_aug,D2,8,fungicide,Mv,3,1,seedling,7,5,460375,464,7.199100112485939e-4,Mv,0.19223702936990555,3,3,3,0.028335978372804067,0.2019594198336384,0.05667195674560813,0.6058782595009152,0.6058782595009152,0.8797996240991803,NA,NA,NA,1,D28f,-1.4355355597914239,0.19291194816514698
early_aug,D2,9,fungicide,Mv,1,1,seedling,6,1,347880,968,4.637614503085355e-4,Mv,0.011108500264348235,3,3,5,2.511473572487808e-4,0.24177596232488602,5.022947144975616e-4,0.725327886974658,1.2088798116244301,0.06597066704249956,NA,NA,NA,1,D29f,-4.488785007684271,0.012180630746224663
early_aug,D2,9,fungicide,Mv,2,1,seedling,7,1,499600,1627,4.652293263181974e-4,Mv,0.0313420973574832,3,3,5,2.504134192439499e-4,0.24177596232488602,5.008268384878998e-4,0.725327886974658,1.2088798116244301,0.06597066704249956,NA,NA,NA,1,D29f,-3.4309184773510624,0.032369855915909775
early_aug,D2,9,fungicide,Mv,3,1,seedling,8,1,620525,184,3.706538817936425e-5,Mv,0.005631728912091485,3,3,5,4.644953883133665e-4,0.24177596232488602,9.28990776626733e-4,0.725327886974658,1.2088798116244301,0.06597066704249956,NA,NA,NA,1,D29f,-5.173514603609929,0.006715869857459706
early_aug,D2,10,fungicide,Mv,1,1,seedling,6,1,174915,278,2.648905658939104e-4,Mv,9.384783732028329e-4,3,3,9,8.75575879744211e-4,0.057134881586403494,0.001751151759488422,0.17140464475921047,0.5142139342776314,0.01748892705645788,NA,NA,NA,1,D210f,-6.969247838643459,0.0020329115346651074
early_aug,D2,10,fungicide,Mv,2,1,seedling,3,1,348482,1800,0.0017217532038957535,Mv,4.180138668900728e-4,3,3,9,1.4714456074328952e-4,0.057134881586403494,2.9428912148657903e-4,0.17140464475921047,0.5142139342776314,0.01748892705645788,NA,NA,NA,1,D210f,-7.777189437774398,0.0015135883978837348
early_aug,D2,10,fungicide,Mv,3,1,seedling,6,1,266453,47,2.9398555592668625e-5,Mv,2.2189775838884477e-5,3,3,9,9.93321884894832e-4,0.057134881586403494,0.001986643769789664,0.17140464475921047,0.5142139342776314,0.01748892705645788,NA,NA,NA,1,D210f,-10.671777796784383,0.0011186323421199396
early_aug,D2,2,water,Mv,1,1,seedling,6,5,520472,19638,0.0314426136276303,Mv,0.052372206917661465,7,3,1,0.07621831242854529,0.19149372960689498,0.45730987457127176,0.5744811888206849,0.19149372960689498,1.8400910890934465,0.3666710661734021,-1.3754332406515832,0.6766308300087781,0,D22w,-2.8955677148634997,0.05335384681477186
early_aug,D2,2,water,Mv,2,1,seedling,10,9,240457,11850,0.044353044411266876,Mv,0.5362523431533637,7,3,1,0.069763097036727,0.19149372960689498,0.41857858222036204,0.5744811888206849,0.19149372960689498,1.8400910890934465,0.3666710661734021,-1.3754332406515832,0.6766308300087781,0,D22w,0.1452639869109635,0.5361728424008344
early_aug,D2,2,water,Mv,3,1,seedling,7,6,381887,48155,0.10808358044582372,Mv,0.48195562380851514,7,3,1,0.03789782901944859,0.19149372960689498,0.22738697411669154,0.5744811888206849,0.19149372960689498,1.8400910890934465,0.3666710661734021,-1.3754332406515832,0.6766308300087781,0,D22w,-0.0722087193453492,0.4819951948089351
early_aug,D2,3,water,Mv,1,1,seedling,2,1,722910,382,2.6420992931346917e-4,Mv,0.12071522651053139,19,3,1,4.220435759026095e-4,0.20279009189366082,0.007596784366246971,0.6083702756809825,0.20279009189366082,0.008206640243995983,-0.5148166541356617,-1.4964509435146485,0.35034609533511,0,D23w,-1.9856674011059388,0.12154699136467495
early_aug,D2,3,water,Mv,2,1,seedling,3,1,569098,638,3.7369076444947386e-4,Mv,0.10971914839856607,19,3,1,3.673031583346072e-4,0.20279009189366082,0.006611456850022929,0.6083702756809825,0.20279009189366082,0.008206640243995983,-0.5148166541356617,-1.4964509435146485,0.35034609533511,0,D23w,-2.093605081178881,0.11057502745909553
