time,species,N
4,Litter,1471.9270693091034
5,Litter,1652.9636513091016
6,Litter,1723.7201793725912
7,Litter,1751.4107547761255
8,Litter,1762.2554928705722
9,Litter,1766.504251185192
10,Litter,1768.1697681809528
11,Litter,1768.8249899154657
12,Litter,1769.0902194477526
13,Litter,1769.2210374736037
14,Litter,1769.3552297944316
15,Litter,1769.6433628163504
16,Litter,1770.2962747213442
17,Litter,1398.3093257263247
18,Litter,1240.1628852756508
19,Litter,1177.0888534697801
20,Litter,1152.1925739826238
21,Litter,1142.4035173727389
22,Litter,1138.5686606980069
23,Litter,1137.0731258207065
24,Litter,1136.4932742768003
25,Litter,1136.2701670936676
26,Litter,1136.1852003714953
27,Litter,1136.1532961471805
28,Litter,1136.141554193708
29,Litter,1136.1373591915553
30,Litter,1136.1359291385293
31,Litter,1136.1354800720937
32,Litter,1136.135361596851
33,Litter,1136.1353446935186
34,Litter,1136.135353160959
35,Litter,1136.1353641670157
36,Litter,1136.1353723861373
37,Litter,1136.1353775876528
38,Litter,1136.135380628732
39,Litter,1136.135382327482
40,Litter,1136.1353832493105
41,Litter,1136.1353837398433
42,Litter,1136.1353839972955
43,Litter,1136.1353841310736
44,Litter,1136.1353842000763
45,Litter,1136.1353842354722
46,Litter,1136.1353842535514
47,Litter,1136.1353842627568
48,Litter,1136.1353842674303
49,Litter,1136.1353842698013
50,Litter,1136.1353842710005
51,Litter,1136.1353842716073
52,Litter,1136.1353842719127
53,Litter,1136.1353842720678
54,Litter,1136.1353842721448
55,Litter,1136.1353842721858
56,Litter,1136.1353842722065
57,Litter,1136.1353842722156
58,Litter,1136.135384272221
59,Litter,1136.1353842722224
60,Litter,1136.1353842722237
61,Litter,1136.1353842722253
62,Litter,1136.1353842722253
63,Litter,1136.1353842722253
64,Litter,1136.1353842722253
65,Litter,1136.1353842722256
66,Litter,1136.1353842722253
67,Litter,1136.1353842722249
68,Litter,1136.1353842722253
69,Litter,1136.1353842722253
70,Litter,1136.1353842722256
71,Litter,1136.1353842722256
72,Litter,1136.1353842722265
73,Litter,1136.135384272226
74,Litter,1136.135384272226
75,Litter,1136.1353842722272
76,Litter,1136.1353842722267
77,Litter,1136.1353842722265
78,Litter,1136.135384272226
79,Litter,1136.1353842722262
80,Litter,1136.1353842722256
81,Litter,1136.1353842722256
82,Litter,1136.135384272225
83,Litter,1136.1353842722256
84,Litter,1136.1353842722247
85,Litter,1136.135384272224
86,Litter,1136.1353842722242
87,Litter,1136.1353842722249
88,Litter,1136.135384272225
89,Litter,1136.1353842722247
90,Litter,1136.1353842722256
91,Litter,1136.135384272226
92,Litter,1136.135384272226
93,Litter,1136.1353842722272
94,Litter,1136.1353842722258
95,Litter,1136.1353842722242
96,Litter,1136.1353842722247
97,Litter,1136.135384272225
98,Litter,1136.135384272225
99,Litter,1136.1353842722247
100,Litter,1136.1353842722253
1,Annual biomass,0
2,Annual biomass,79.10622018239232
3,Annual biomass,804.4838454526299
4,Annual biomass,816.6347968518685
5,Annual biomass,816.0483895950879
6,Annual biomass,815.7708995102772
7,Annual biomass,815.6602554485332
8,Annual biomass,815.6168206164925
9,Annual biomass,815.5996791698866
10,Annual biomass,815.5925737800217
11,Annual biomass,815.5884866779626
12,Annual biomass,815.5828099185234
13,Annual biomass,815.5676507061904
14,Annual biomass,815.5225874153584
15,Annual biomass,815.4002985490557
16,Annual biomass,815.1474287582338
17,Annual biomass,515.1088309552171
18,Annual biomass,514.7537747202423
19,Annual biomass,514.9011212119027
20,Annual biomass,514.9609174110152
21,Annual biomass,514.9773541336738
22,Annual biomass,514.9797123055195
23,Annual biomass,514.9785043717577
24,Annual biomass,514.9769481454013
25,Annual biomass,514.9757907188178
26,Annual biomass,514.975060962652
27,Annual biomass,514.974635691788
28,Annual biomass,514.9743987721126
29,Annual biomass,514.9742704839041
30,Annual biomass,514.9742023335518
31,Annual biomass,514.9741666124833
32,Annual biomass,514.9741480698582
33,Annual biomass,514.9741385131155
34,Annual biomass,514.9741336140091
35,Annual biomass,514.9741311127824
36,Annual biomass,514.9741298397626
37,Annual biomass,514.974129193408
38,Annual biomass,514.9741288658453
39,Annual biomass,514.9741287000797
40,Annual biomass,514.9741286162888
41,Annual biomass,514.974128573973
42,Annual biomass,514.9741285526161
43,Annual biomass,514.9741285418428
44,Annual biomass,514.9741285364117
45,Annual biomass,514.9741285336752
46,Annual biomass,514.9741285322953
47,Annual biomass,514.9741285316005
48,Annual biomass,514.9741285312492
49,Annual biomass,514.9741285310745
50,Annual biomass,514.9741285309849
51,Annual biomass,514.9741285309409
52,Annual biomass,514.9741285309171
53,Annual biomass,514.9741285309067
54,Annual biomass,514.9741285309002
55,Annual biomass,514.9741285308988
56,Annual biomass,514.9741285308975
57,Annual biomass,514.9741285308957
58,Annual biomass,514.9741285308961
59,Annual biomass,514.9741285308947
60,Annual biomass,514.9741285308952
61,Annual biomass,514.9741285308961
62,Annual biomass,514.9741285308952
63,Annual biomass,514.9741285308952
64,Annual biomass,514.9741285308952
65,Annual biomass,514.9741285308957
66,Annual biomass,514.9741285308952
67,Annual biomass,514.9741285308947
68,Annual biomass,514.9741285308952
69,Annual biomass,514.9741285308952
70,Annual biomass,514.9741285308952
71,Annual biomass,514.9741285308952
72,Annual biomass,514.9741285308961
73,Annual biomass,514.9741285308952
74,Annual biomass,514.9741285308957
75,Annual biomass,514.9741285308966
76,Annual biomass,514.9741285308957
77,Annual biomass,514.9741285308957
78,Annual biomass,514.9741285308957
79,Annual biomass,514.9741285308957
80,Annual biomass,514.9741285308947
81,Annual biomass,514.9741285308952
82,Annual biomass,514.9741285308947
83,Annual biomass,514.9741285308957
84,Annual biomass,514.9741285308947
85,Annual biomass,514.9741285308943
86,Annual biomass,514.9741285308947
87,Annual biomass,514.9741285308952
88,Annual biomass,514.9741285308952
89,Annual biomass,514.9741285308947
90,Annual biomass,514.9741285308957
91,Annual biomass,514.9741285308957
92,Annual biomass,514.9741285308957
93,Annual biomass,514.9741285308966
94,Annual biomass,514.9741285308947
95,Annual biomass,514.9741285308938
96,Annual biomass,514.9741285308952
97,Annual biomass,514.9741285308957
98,Annual biomass,514.9741285308952
99,Annual biomass,514.9741285308947
100,Annual biomass,514.9741285308952
1,Perennial first-year biomass,0
2,Perennial first-year biomass,0
3,Perennial first-year biomass,0
4,Perennial first-year biomass,0
5,Perennial first-year biomass,0
6,Perennial first-year biomass,0
7,Perennial first-year biomass,0
8,Perennial first-year biomass,0
9,Perennial first-year biomass,0
10,Perennial first-year biomass,0
11,Perennial first-year biomass,0
12,Perennial first-year biomass,0
13,Perennial first-year biomass,0
14,Perennial first-year biomass,0
15,Perennial first-year biomass,0
16,Perennial first-year biomass,0
17,Perennial first-year biomass,0
18,Perennial first-year biomass,0
19,Perennial first-year biomass,0
20,Perennial first-year biomass,0
21,Perennial first-year biomass,0
22,Perennial first-year biomass,0
23,Perennial first-year biomass,0
24,Perennial first-year biomass,0
25,Perennial first-year biomass,0
26,Perennial first-year biomass,0
27,Perennial first-year biomass,0
28,Perennial first-year biomass,0
29,Perennial first-year biomass,0
30,Perennial first-year biomass,0
31,Perennial first-year biomass,0
32,Perennial first-year biomass,0
33,Perennial first-year biomass,0
34,Perennial first-year biomass,0
35,Perennial first-year biomass,0
36,Perennial first-year biomass,0
37,Perennial first-year biomass,0
38,Perennial first-year biomass,0
39,Perennial first-year biomass,0
40,Perennial first-year biomass,0
41,Perennial first-year biomass,0
42,Perennial first-year biomass,0
43,Perennial first-year biomass,0
44,Perennial first-year biomass,0
45,Perennial first-year biomass,0
46,Perennial first-year biomass,0
47,Perennial first-year biomass,0
48,Perennial first-year biomass,0
49,Perennial first-year biomass,0
50,Perennial first-year biomass,0
51,Perennial first-year biomass,0
52,Perennial first-year biomass,0
53,Perennial first-year biomass,0
54,Perennial first-year biomass,0
55,Perennial first-year biomass,0
56,Perennial first-year biomass,0
57,Perennial first-year biomass,0
58,Perennial first-year biomass,0
59,Perennial first-year biomass,0
60,Perennial first-year biomass,0
61,Perennial first-year biomass,0
62,Perennial first-year biomass,0
63,Perennial first-year biomass,0
64,Perennial first-year biomass,0
65,Perennial first-year biomass,0
66,Perennial first-year biomass,0
67,Perennial first-year biomass,0
68,Perennial first-year biomass,0
69,Perennial first-year biomass,0
70,Perennial first-year biomass,0
71,Perennial first-year biomass,0
72,Perennial first-year biomass,0
73,Perennial first-year biomass,0
74,Perennial first-year biomass,0
75,Perennial first-year biomass,0
76,Perennial first-year biomass,0
77,Perennial first-year biomass,0
78,Perennial first-year biomass,0
79,Perennial first-year biomass,0
80,Perennial first-year biomass,0
81,Perennial first-year biomass,0
82,Perennial first-year biomass,0
83,Perennial first-year biomass,0
84,Perennial first-year biomass,0
85,Perennial first-year biomass,0
86,Perennial first-year biomass,0
87,Perennial first-year biomass,0
88,Perennial first-year biomass,0
89,Perennial first-year biomass,0
90,Perennial first-year biomass,0
91,Perennial first-year biomass,0
92,Perennial first-year biomass,0
93,Perennial first-year biomass,0
94,Perennial first-year biomass,0
95,Perennial first-year biomass,0
96,Perennial first-year biomass,0
97,Perennial first-year biomass,0
98,Perennial first-year biomass,0
99,Perennial first-year biomass,0
100,Perennial first-year biomass,0
1,Perennial adult biomass,0
2,Perennial adult biomass,0
3,Perennial adult biomass,0
4,Perennial adult biomass,0
5,Perennial adult biomass,0
6,Perennial adult biomass,0
7,Perennial adult biomass,0
8,Perennial adult biomass,0
9,Perennial adult biomass,0
10,Perennial adult biomass,0
11,Perennial adult biomass,0
12,Perennial adult biomass,0
13,Perennial adult biomass,0
14,Perennial adult biomass,0
15,Perennial adult biomass,0
16,Perennial adult biomass,0
17,Perennial adult biomass,0
18,Perennial adult biomass,0
19,Perennial adult biomass,0
20,Perennial adult biomass,0
21,Perennial adult biomass,0
22,Perennial adult biomass,0
23,Perennial adult biomass,0
24,Perennial adult biomass,0
25,Perennial adult biomass,0
26,Perennial adult biomass,0
27,Perennial adult biomass,0
28,Perennial adult biomass,0
29,Perennial adult biomass,0
30,Perennial adult biomass,0
31,Perennial adult biomass,0
32,Perennial adult biomass,0
33,Perennial adult biomass,0
34,Perennial adult biomass,0
35,Perennial adult biomass,0
36,Perennial adult biomass,0
37,Perennial adult biomass,0
38,Perennial adult biomass,0
39,Perennial adult biomass,0
40,Perennial adult biomass,0
41,Perennial adult biomass,0
42,Perennial adult biomass,0
43,Perennial adult biomass,0
44,Perennial adult biomass,0
45,Perennial adult biomass,0
46,Perennial adult biomass,0
47,Perennial adult biomass,0
48,Perennial adult biomass,0
49,Perennial adult biomass,0
50,Perennial adult biomass,0
51,Perennial adult biomass,0
52,Perennial adult biomass,0
53,Perennial adult biomass,0
54,Perennial adult biomass,0
55,Perennial adult biomass,0
56,Perennial adult biomass,0
57,Perennial adult biomass,0
58,Perennial adult biomass,0
59,Perennial adult biomass,0
60,Perennial adult biomass,0
61,Perennial adult biomass,0
62,Perennial adult biomass,0
63,Perennial adult biomass,0
64,Perennial adult biomass,0
65,Perennial adult biomass,0
66,Perennial adult biomass,0
67,Perennial adult biomass,0
68,Perennial adult biomass,0
69,Perennial adult biomass,0
70,Perennial adult biomass,0
71,Perennial adult biomass,0
72,Perennial adult biomass,0
73,Perennial adult biomass,0
74,Perennial adult biomass,0
75,Perennial adult biomass,0
76,Perennial adult biomass,0
77,Perennial adult biomass,0
78,Perennial adult biomass,0
79,Perennial adult biomass,0
80,Perennial adult biomass,0
81,Perennial adult biomass,0
82,Perennial adult biomass,0
83,Perennial adult biomass,0
84,Perennial adult biomass,0
85,Perennial adult biomass,0
86,Perennial adult biomass,0
87,Perennial adult biomass,0
88,Perennial adult biomass,0
89,Perennial adult biomass,0
90,Perennial adult biomass,0
91,Perennial adult biomass,0
92,Perennial adult biomass,0
93,Perennial adult biomass,0
94,Perennial adult biomass,0
95,Perennial adult biomass,0
96,Perennial adult biomass,0
97,Perennial adult biomass,0
98,Perennial adult biomass,0
99,Perennial adult biomass,0
100,Perennial adult biomass,0
1,Annual susceptible biomass,0
2,Annual susceptible biomass,0
3,Annual susceptible biomass,79.10610919452107
4,Annual susceptible biomass,804.4837974490453
5,Annual susceptible biomass,816.6345559717821
6,Annual susceptible biomass,816.0474626686498
7,Annual susceptible biomass,815.7677081522484
8,Annual susceptible biomass,815.6497219409711
9,Annual susceptible biomass,815.5826146251974
10,Annual susceptible biomass,815.4893115354243
11,Annual susceptible biomass,815.2374649656782
12,Annual susceptible biomass,814.448281655807
13,Annual susceptible biomass,811.9360069292314
14,Annual susceptible biomass,804.0349429851625
15,Annual susceptible biomass,780.2839115858295
16,Annual susceptible biomass,717.6473522086587
17,Annual susceptible biomass,597.0101125824441
18,Annual susceptible biomass,279.40969470548976
19,Annual susceptible biomass,301.89237366044125
20,Annual susceptible biomass,303.4693424976266
21,Annual susceptible biomass,298.9527298956268
22,Annual susceptible biomass,294.28567347520067
23,Annual susceptible biomass,290.9224672973187
24,Annual susceptible biomass,288.8192767968283
25,Annual susceptible biomass,287.59890552976196
26,Annual susceptible biomass,286.9215759288711
27,Annual susceptible biomass,286.5561008217783
28,Annual susceptible biomass,286.3625632031498
29,Annual susceptible biomass,286.26139504205156
30,Annual susceptible biomass,286.20899701857263
31,Annual susceptible biomass,286.18204054055445
32,Annual susceptible biomass,286.168241819817
33,Annual susceptible biomass,286.1612050091883
34,Annual susceptible biomass,286.15762682067896
35,Annual susceptible biomass,286.1558113487306
36,Annual susceptible biomass,286.15489180539277
37,Annual susceptible biomass,286.1544266728889
38,Annual susceptible biomass,286.15419163921894
39,Annual susceptible biomass,286.15407297203774
40,Annual susceptible biomass,286.15401309579306
41,Annual susceptible biomass,286.1539828989608
42,Annual susceptible biomass,286.15396767605876
43,Annual susceptible biomass,286.153960004212
44,Annual susceptible biomass,286.1539561388043
45,Annual susceptible biomass,286.1539541916135
46,Annual susceptible biomass,286.1539532108694
47,Annual susceptible biomass,286.1539527169554
48,Annual susceptible biomass,286.1539524682393
49,Annual susceptible biomass,286.1539523430067
50,Annual susceptible biomass,286.15395227994395
51,Annual susceptible biomass,286.15395224819486
52,Annual susceptible biomass,286.1539522322128
53,Annual susceptible biomass,286.153952224163
54,Annual susceptible biomass,286.1539522201167
55,Annual susceptible biomass,286.15395221807535
56,Annual susceptible biomass,286.15395221704864
57,Annual susceptible biomass,286.1539522165359
58,Annual susceptible biomass,286.15395221627443
59,Annual susceptible biomass,286.15395221614494
60,Annual susceptible biomass,286.15395221607923
61,Annual susceptible biomass,286.15395221604643
62,Annual susceptible biomass,286.15395221602705
63,Annual susceptible biomass,286.15395221601585
64,Annual susceptible biomass,286.15395221601386
65,Annual susceptible biomass,286.1539522160117
66,Annual susceptible biomass,286.1539522160125
67,Annual susceptible biomass,286.1539522160125
68,Annual susceptible biomass,286.153952216008
69,Annual susceptible biomass,286.15395221600886
70,Annual susceptible biomass,286.1539522160085
71,Annual susceptible biomass,286.15395221600977
72,Annual susceptible biomass,286.1539522160107
73,Annual susceptible biomass,286.15395221600704
74,Annual susceptible biomass,286.15395221600716
75,Annual susceptible biomass,286.1539522160077
76,Annual susceptible biomass,286.1539522160107
77,Annual susceptible biomass,286.1539522160084
78,Annual susceptible biomass,286.1539522160059
79,Annual susceptible biomass,286.15395221600636
80,Annual susceptible biomass,286.15395221600966
81,Annual susceptible biomass,286.1539522160066
82,Annual susceptible biomass,286.15395221600625
83,Annual susceptible biomass,286.15395221600886
84,Annual susceptible biomass,286.15395221601295
85,Annual susceptible biomass,286.15395221601216
86,Annual susceptible biomass,286.1539522160175
87,Annual susceptible biomass,286.15395221601466
88,Annual susceptible biomass,286.1539522160138
89,Annual susceptible biomass,286.15395221601227
90,Annual susceptible biomass,286.15395221601375
91,Annual susceptible biomass,286.1539522160101
92,Annual susceptible biomass,286.15395221601216
93,Annual susceptible biomass,286.15395221601284
94,Annual susceptible biomass,286.15395221601113
95,Annual susceptible biomass,286.15395221601455
96,Annual susceptible biomass,286.15395221601517
97,Annual susceptible biomass,286.1539522160117
98,Annual susceptible biomass,286.1539522160125
99,Annual susceptible biomass,286.1539522160125
100,Annual susceptible biomass,286.153952216008
1,Perennial first-year susceptible biomass,0
2,Perennial first-year susceptible biomass,0
3,Perennial first-year susceptible biomass,0
4,Perennial first-year susceptible biomass,0
5,Perennial first-year susceptible biomass,0
6,Perennial first-year susceptible biomass,0
7,Perennial first-year susceptible biomass,0
8,Perennial first-year susceptible biomass,0
9,Perennial first-year susceptible biomass,0
10,Perennial first-year susceptible biomass,0
11,Perennial first-year susceptible biomass,0
12,Perennial first-year susceptible biomass,0
13,Perennial first-year susceptible biomass,0
14,Perennial first-year susceptible biomass,0
15,Perennial first-year susceptible biomass,0
16,Perennial first-year susceptible biomass,0
17,Perennial first-year susceptible biomass,0
18,Perennial first-year susceptible biomass,0
19,Perennial first-year susceptible biomass,0
20,Perennial first-year susceptible biomass,0
21,Perennial first-year susceptible biomass,0
22,Perennial first-year susceptible biomass,0
23,Perennial first-year susceptible biomass,0
24,Perennial first-year susceptible biomass,0
25,Perennial first-year susceptible biomass,0
26,Perennial first-year susceptible biomass,0
27,Perennial first-year susceptible biomass,0
28,Perennial first-year susceptible biomass,0
29,Perennial first-year susceptible biomass,0
30,Perennial first-year susceptible biomass,0
31,Perennial first-year susceptible biomass,0
32,Perennial first-year susceptible biomass,0
33,Perennial first-year susceptible biomass,0
34,Perennial first-year susceptible biomass,0
35,Perennial first-year susceptible biomass,0
36,Perennial first-year susceptible biomass,0
37,Perennial first-year susceptible biomass,0
38,Perennial first-year susceptible biomass,0
39,Perennial first-year susceptible biomass,0
40,Perennial first-year susceptible biomass,0
41,Perennial first-year susceptible biomass,0
42,Perennial first-year susceptible biomass,0
43,Perennial first-year susceptible biomass,0
44,Perennial first-year susceptible biomass,0
45,Perennial first-year susceptible biomass,0
46,Perennial first-year susceptible biomass,0
47,Perennial first-year susceptible biomass,0
48,Perennial first-year susceptible biomass,0
49,Perennial first-year susceptible biomass,0
50,Perennial first-year susceptible biomass,0
51,Perennial first-year susceptible biomass,0
52,Perennial first-year susceptible biomass,0
53,Perennial first-year susceptible biomass,0
54,Perennial first-year susceptible biomass,0
55,Perennial first-year susceptible biomass,0
56,Perennial first-year susceptible biomass,0
57,Perennial first-year susceptible biomass,0
58,Perennial first-year susceptible biomass,0
59,Perennial first-year susceptible biomass,0
60,Perennial first-year susceptible biomass,0
61,Perennial first-year susceptible biomass,0
62,Perennial first-year susceptible biomass,0
63,Perennial first-year susceptible biomass,0
64,Perennial first-year susceptible biomass,0
65,Perennial first-year susceptible biomass,0
66,Perennial first-year susceptible biomass,0
67,Perennial first-year susceptible biomass,0
68,Perennial first-year susceptible biomass,0
69,Perennial first-year susceptible biomass,0
70,Perennial first-year susceptible biomass,0
71,Perennial first-year susceptible biomass,0
72,Perennial first-year susceptible biomass,0
73,Perennial first-year susceptible biomass,0
74,Perennial first-year susceptible biomass,0
75,Perennial first-year susceptible biomass,0
76,Perennial first-year susceptible biomass,0
77,Perennial first-year susceptible biomass,0
78,Perennial first-year susceptible biomass,0
79,Perennial first-year susceptible biomass,0
80,Perennial first-year susceptible biomass,0
81,Perennial first-year susceptible biomass,0
82,Perennial first-year susceptible biomass,0
83,Perennial first-year susceptible biomass,0
84,Perennial first-year susceptible biomass,0
85,Perennial first-year susceptible biomass,0
86,Perennial first-year susceptible biomass,0
87,Perennial first-year susceptible biomass,0
88,Perennial first-year susceptible biomass,0
89,Perennial first-year susceptible biomass,0
90,Perennial first-year susceptible biomass,0
91,Perennial first-year susceptible biomass,0
92,Perennial first-year susceptible biomass,0
93,Perennial first-year susceptible biomass,0
94,Perennial first-year susceptible biomass,0
95,Perennial first-year susceptible biomass,0
96,Perennial first-year susceptible biomass,0
97,Perennial first-year susceptible biomass,0
98,Perennial first-year susceptible biomass,0
99,Perennial first-year susceptible biomass,0
100,Perennial first-year susceptible biomass,0
1,Perennial adult susceptible biomass,0
2,Perennial adult susceptible biomass,0
3,Perennial adult susceptible biomass,0
4,Perennial adult susceptible biomass,0
5,Perennial adult susceptible biomass,0
6,Perennial adult susceptible biomass,0
7,Perennial adult susceptible biomass,0
8,Perennial adult susceptible biomass,0
9,Perennial adult susceptible biomass,0
10,Perennial adult susceptible biomass,0
11,Perennial adult susceptible biomass,0
12,Perennial adult susceptible biomass,0
13,Perennial adult susceptible biomass,0
