time,species,N
25,Perennial first-year,14325.761305020505
26,Perennial first-year,14325.7613020954
27,Perennial first-year,14325.761300977403
28,Perennial first-year,14325.761300550077
29,Perennial first-year,14325.761300386785
30,Perennial first-year,14325.761300324342
31,Perennial first-year,14325.761300300503
32,Perennial first-year,14325.761300291391
33,Perennial first-year,14325.761300287879
34,Perennial first-year,14325.761300286533
35,Perennial first-year,14325.761300286034
36,Perennial first-year,14325.761300285834
37,Perennial first-year,14325.761300285754
38,Perennial first-year,14325.761300285727
39,Perennial first-year,14325.761300285712
40,Perennial first-year,14325.761300285712
41,Perennial first-year,14325.761300285702
42,Perennial first-year,14325.761300285736
43,Perennial first-year,14325.761300285689
44,Perennial first-year,14325.7613002857
45,Perennial first-year,14325.76130028575
46,Perennial first-year,14325.761300285714
47,Perennial first-year,14325.761300285736
48,Perennial first-year,14325.76130028575
49,Perennial first-year,14325.761300285714
50,Perennial first-year,14325.761300285702
51,Perennial first-year,14325.761300285702
52,Perennial first-year,14325.761300285725
53,Perennial first-year,14325.761300285712
54,Perennial first-year,14325.761300285702
55,Perennial first-year,14325.761300285702
56,Perennial first-year,14325.761300285725
57,Perennial first-year,14325.761300285712
58,Perennial first-year,14325.761300285702
59,Perennial first-year,14325.761300285702
60,Perennial first-year,14325.761300285725
61,Perennial first-year,14325.761300285712
62,Perennial first-year,14325.761300285702
63,Perennial first-year,14325.761300285702
64,Perennial first-year,14325.761300285725
65,Perennial first-year,14325.761300285712
66,Perennial first-year,14325.761300285702
67,Perennial first-year,14325.761300285702
68,Perennial first-year,14325.761300285725
69,Perennial first-year,14325.761300285712
70,Perennial first-year,14325.761300285702
71,Perennial first-year,14325.761300285702
72,Perennial first-year,14325.761300285725
73,Perennial first-year,14325.761300285712
74,Perennial first-year,14325.761300285702
75,Perennial first-year,14325.761300285702
76,Perennial first-year,14325.761300285725
77,Perennial first-year,14325.761300285712
78,Perennial first-year,14325.761300285702
79,Perennial first-year,14325.761300285702
80,Perennial first-year,14325.761300285725
81,Perennial first-year,14325.761300285712
82,Perennial first-year,14325.761300285702
83,Perennial first-year,14325.761300285702
84,Perennial first-year,14325.761300285725
85,Perennial first-year,14325.761300285712
86,Perennial first-year,14325.761300285702
87,Perennial first-year,14325.761300285702
88,Perennial first-year,14325.761300285725
89,Perennial first-year,14325.761300285712
90,Perennial first-year,14325.761300285702
91,Perennial first-year,14325.761300285702
92,Perennial first-year,14325.761300285725
93,Perennial first-year,14325.761300285712
94,Perennial first-year,14325.761300285702
95,Perennial first-year,14325.761300285702
96,Perennial first-year,14325.761300285725
97,Perennial first-year,14325.761300285712
98,Perennial first-year,14325.761300285702
99,Perennial first-year,14325.761300285702
100,Perennial first-year,14325.761300285725
1,Perennial adult,0
2,Perennial adult,0.8990015391453674
3,Perennial adult,0.9251202019145466
4,Perennial adult,1.8476008133250743
5,Perennial adult,16.886372894293945
6,Perennial adult,215.9047749649791
7,Perennial adult,1051.321823897414
8,Perennial adult,2057.8060916112254
9,Perennial adult,3026.9471531452778
10,Perennial adult,3950.5546788517836
11,Perennial adult,4835.381375794553
12,Perennial adult,5685.59585811943
13,Perennial adult,6503.590997526552
14,Perennial adult,7290.990659037632
15,Perennial adult,8049.093691009801
16,Perennial adult,8779.04921615739
17,Perennial adult,9481.924907578154
18,Perennial adult,10158.734004599508
19,Perennial adult,10810.446503486279
20,Perennial adult,11437.994266540083
21,Perennial adult,12042.273775926125
22,Perennial adult,12624.147957606361
23,Perennial adult,13184.447621260048
24,Perennial adult,13723.972725890224
25,Perennial adult,14243.493552285763
26,Perennial adult,14743.751814346067
27,Perennial adult,15225.461722448677
28,Perennial adult,15689.311004809184
29,Perennial adult,16135.961889985263
30,Perennial adult,16566.052052574865
31,Perennial adult,16980.19552370613
32,Perennial adult,17378.983567713516
33,Perennial adult,17762.985526287845
34,Perennial adult,18132.7496313193
35,Perennial adult,18488.803787599107
36,Perennial adult,18831.656326499375
37,Perennial adult,19161.796731707906
38,Perennial adult,19479.696338054324
39,Perennial adult,19785.80900442541
40,Perennial adult,20080.571761730323
41,Perennial adult,20364.405436840876
42,Perennial adult,20637.715253397608
43,Perennial adult,20900.891410339453
44,Perennial adult,21154.309638982922
45,Perennial adult,21398.331739446166
46,Perennial adult,21633.306097183748
47,Perennial adult,21859.56818036954
48,Perennial adult,22077.44101883794
49,Perennial adult,22287.235665267057
50,Perennial adult,22489.251639262362
51,Perennial adult,22683.777354974853
52,Perennial adult,22871.090532864124
53,Perennial adult,23051.458596194294
54,Perennial adult,23225.139052828843
55,Perennial adult,23392.379862869402
56,Perennial adult,23553.419792663433
57,Perennial adult,23708.488755686136
58,Perennial adult,23857.80814078331
59,Perennial adult,24001.591128243752
60,Perennial adult,24140.0429941525
61,Perennial adult,24273.361403459352
62,Perennial adult,24401.73669218117
63,Perennial adult,24525.352139140774
64,Perennial adult,24644.384227630446
65,Perennial adult,24759.002897373583
66,Perennial adult,24869.371787144228
67,Perennial adult,24975.648468390864
68,Perennial adult,25077.984670198006
69,Perennial adult,25176.526495906775
70,Perennial adult,25271.414631703694
71,Perennial adult,25362.78454747555
72,Perennial adult,25450.766690217006
73,Perennial adult,25535.48667026719
74,Perennial adult,25617.06544064103
75,Perennial adult,25695.619469711444
76,Perennial adult,25771.260907488922
77,Perennial adult,25844.09774573582
78,Perennial adult,25914.233972144048
79,Perennial adult,25981.769718796193
80,Perennial adult,26046.801405122103
81,Perennial adult,26109.421875554963
82,Perennial adult,26169.720532083422
83,Perennial adult,26227.783461889023
84,Perennial adult,26283.69356025115
85,Perennial adult,26337.530648894954
86,Perennial adult,26389.371589951206
87,Perennial adult,26439.290395690852
88,Perennial adult,26487.35833419082
89,Perennial adult,26533.644031082033
90,Perennial adult,26578.21356752485
91,Perennial adult,26621.1305745518
92,Perennial adult,26662.45632391234
93,Perennial adult,26702.2498155493
94,Perennial adult,26740.56786183191
95,Perennial adult,26777.465168665687
96,Perennial adult,26812.994413594955
97,Perennial adult,26847.20632100952
98,Perennial adult,26880.149734562856
99,Perennial adult,26911.87168690522
100,Perennial adult,26942.41746683121
1,Litter,1769.2408177667326
2,Litter,1769.2774704298672
3,Litter,1769.7087375005567
4,Litter,1776.5921248302984
5,Litter,1868.836935855638
6,Litter,2249.25665305824
7,Litter,2527.80756112069
8,Litter,2644.6276741738175
9,Litter,2689.615919340235
10,Litter,2706.8116202187393
11,Litter,2713.382638532805
12,Litter,2715.893930054572
13,Litter,2716.8537422120444
14,Litter,2717.2205886341344
15,Litter,2717.3608007220814
16,Litter,2717.414391213376
17,Litter,2717.4348740652886
18,Litter,2717.4427028303767
19,Litter,2717.445695068516
20,Litter,2717.4468387341403
21,Litter,2717.447275855461
22,Litter,2717.4474429279417
23,Litter,2717.447506784844
24,Litter,2717.4475311916367
25,Litter,2717.447540520178
26,Litter,2717.447544085646
27,Litter,2717.447545448407
28,Litter,2717.4475459692685
29,Litter,2717.4475461683487
30,Litter,2717.447546244439
31,Litter,2717.4475462735218
32,Litter,2717.4475462846385
33,Litter,2717.4475462888863
34,Litter,2717.4475462905084
35,Litter,2717.4475462911287
36,Litter,2717.447546291365
37,Litter,2717.447546291456
38,Litter,2717.4475462914907
39,Litter,2717.4475462915043
40,Litter,2717.44754629151
41,Litter,2717.447546291511
42,Litter,2717.447546291513
43,Litter,2717.4475462915116
44,Litter,2717.4475462915134
45,Litter,2717.4475462915143
46,Litter,2717.4475462915143
47,Litter,2717.4475462915143
48,Litter,2717.447546291516
49,Litter,2717.447546291515
50,Litter,2717.4475462915134
51,Litter,2717.4475462915125
52,Litter,2717.4475462915134
53,Litter,2717.4475462915143
54,Litter,2717.447546291513
55,Litter,2717.447546291512
56,Litter,2717.4475462915134
57,Litter,2717.4475462915143
58,Litter,2717.447546291513
59,Litter,2717.447546291512
60,Litter,2717.4475462915134
61,Litter,2717.4475462915143
62,Litter,2717.447546291513
63,Litter,2717.447546291512
64,Litter,2717.4475462915134
65,Litter,2717.4475462915143
66,Litter,2717.447546291513
67,Litter,2717.447546291512
68,Litter,2717.4475462915134
69,Litter,2717.4475462915143
70,Litter,2717.447546291513
71,Litter,2717.447546291512
72,Litter,2717.4475462915134
73,Litter,2717.4475462915143
74,Litter,2717.447546291513
75,Litter,2717.447546291512
76,Litter,2717.4475462915134
77,Litter,2717.4475462915143
78,Litter,2717.447546291513
79,Litter,2717.447546291512
80,Litter,2717.4475462915134
81,Litter,2717.4475462915143
82,Litter,2717.447546291513
83,Litter,2717.447546291512
84,Litter,2717.4475462915134
85,Litter,2717.4475462915143
86,Litter,2717.447546291513
87,Litter,2717.447546291512
88,Litter,2717.4475462915134
89,Litter,2717.4475462915143
90,Litter,2717.447546291513
91,Litter,2717.447546291512
92,Litter,2717.4475462915134
93,Litter,2717.4475462915143
94,Litter,2717.447546291513
95,Litter,2717.447546291512
96,Litter,2717.4475462915134
97,Litter,2717.4475462915143
98,Litter,2717.447546291513
99,Litter,2717.447546291512
100,Litter,2717.4475462915134
1,Annual biomass,815.5889304244208
2,Annual biomass,815.5889304244253
3,Annual biomass,815.4981974672941
4,Annual biomass,814.1495907271537
5,Annual biomass,795.3471558253435
6,Annual biomass,699.5756039328597
7,Annual biomass,638.380613425868
8,Annual biomass,630.6354549091823
9,Annual biomass,630.4045027936513
10,Annual biomass,630.5751003195654
11,Annual biomass,630.6630641102585
12,Annual biomass,630.6986667432059
13,Annual biomass,630.712447296375
14,Annual biomass,630.717729579113
15,Annual biomass,630.7197498865519
16,Annual biomass,630.7205221955214
17,Annual biomass,630.7208173924596
18,Annual biomass,630.7209302211525
19,Annual biomass,630.7209733456325
20,Annual biomass,630.7209898282879
21,Annual biomass,630.7209961281385
22,Annual biomass,630.7209985360101
23,Annual biomass,630.7209994563245
24,Annual biomass,630.7209998080774
25,Annual biomass,630.720999942522
26,Annual biomass,630.7209999939079
27,Annual biomass,630.7210000135483
28,Annual biomass,630.7210000210559
29,Annual biomass,630.7210000239247
30,Annual biomass,630.7210000250216
31,Annual biomass,630.72100002544
32,Annual biomass,630.7210000256008
33,Annual biomass,630.7210000256624
34,Annual biomass,630.7210000256848
35,Annual biomass,630.7210000256938
36,Annual biomass,630.7210000256971
37,Annual biomass,630.7210000256994
38,Annual biomass,630.7210000256994
39,Annual biomass,630.7210000256999
40,Annual biomass,630.7210000257005
41,Annual biomass,630.7210000256999
42,Annual biomass,630.7210000256994
43,Annual biomass,630.7210000256994
44,Annual biomass,630.7210000257011
45,Annual biomass,630.7210000256994
46,Annual biomass,630.7210000257005
47,Annual biomass,630.7210000256994
48,Annual biomass,630.7210000257005
49,Annual biomass,630.7210000257011
50,Annual biomass,630.7210000256999
51,Annual biomass,630.7210000256994
52,Annual biomass,630.7210000256999
53,Annual biomass,630.7210000257011
54,Annual biomass,630.7210000256999
55,Annual biomass,630.7210000256994
56,Annual biomass,630.7210000256999
57,Annual biomass,630.7210000257011
58,Annual biomass,630.7210000256999
59,Annual biomass,630.7210000256994
60,Annual biomass,630.7210000256999
61,Annual biomass,630.7210000257011
62,Annual biomass,630.7210000256999
63,Annual biomass,630.7210000256994
64,Annual biomass,630.7210000256999
65,Annual biomass,630.7210000257011
66,Annual biomass,630.7210000256999
67,Annual biomass,630.7210000256994
68,Annual biomass,630.7210000256999
69,Annual biomass,630.7210000257011
70,Annual biomass,630.7210000256999
71,Annual biomass,630.7210000256994
72,Annual biomass,630.7210000256999
73,Annual biomass,630.7210000257011
74,Annual biomass,630.7210000256999
75,Annual biomass,630.7210000256994
76,Annual biomass,630.7210000256999
77,Annual biomass,630.7210000257011
78,Annual biomass,630.7210000256999
79,Annual biomass,630.7210000256994
80,Annual biomass,630.7210000256999
81,Annual biomass,630.7210000257011
82,Annual biomass,630.7210000256999
83,Annual biomass,630.7210000256994
84,Annual biomass,630.7210000256999
85,Annual biomass,630.7210000257011
86,Annual biomass,630.7210000256999
87,Annual biomass,630.7210000256994
88,Annual biomass,630.7210000256999
89,Annual biomass,630.7210000257011
90,Annual biomass,630.7210000256999
91,Annual biomass,630.7210000256994
92,Annual biomass,630.7210000256999
93,Annual biomass,630.7210000257011
94,Annual biomass,630.7210000256999
95,Annual biomass,630.7210000256994
96,Annual biomass,630.7210000256999
97,Annual biomass,630.7210000257011
98,Annual biomass,630.7210000256999
99,Annual biomass,630.7210000256994
100,Annual biomass,630.7210000256999
1,Perennial first-year biomass,0
2,Perennial first-year biomass,0.03213154799264551
3,Perennial first-year biomass,0.002123118110195009
4,Perennial first-year biomass,0.0337510762636509
5,Perennial first-year biomass,0.44614061864620297
6,Perennial first-year biomass,1.8254661898783315
7,Perennial first-year biomass,2.440372461643683
8,Perennial first-year biomass,2.8032086235778113
9,Perennial first-year biomass,2.922374108299824
10,Perennial first-year biomass,2.9522940604962042
11,Perennial first-year biomass,2.9616379458307165
12,Perennial first-year biomass,2.9650033687938633
13,Perennial first-year biomass,2.9662708491170773
14,Perennial first-year biomass,2.9667535850538442
15,Perennial first-year biomass,2.96693793324643
16,Perennial first-year biomass,2.967008377731358
17,Perennial first-year biomass,2.967035300790493
18,Perennial first-year biomass,2.96704559089921
19,Perennial first-year biomass,2.967049523868934
20,Perennial first-year biomass,2.9670510270897474
21,Perennial first-year biomass,2.9670516016365682
22,Perennial first-year biomass,2.967051821234518
23,Perennial first-year biomass,2.9670519051672053
24,Perennial first-year biomass,2.967051937247182
25,Perennial first-year biomass,2.967051949508509
26,Perennial first-year biomass,2.9670519541949254
27,Perennial first-year biomass,2.967051955986121
28,Perennial first-year biomass,2.9670519566707263
29,Perennial first-year biomass,2.9670519569323863
30,Perennial first-year biomass,2.967051957032418
31,Perennial first-year biomass,2.9670519570706326
32,Perennial first-year biomass,2.96705195708523
33,Perennial first-year biomass,2.9670519570908143
34,Perennial first-year biomass,2.967051957092947
35,Perennial first-year biomass,2.9670519570937532
36,Perennial first-year biomass,2.9670519570940845
37,Perennial first-year biomass,2.9670519570942178
38,Perennial first-year biomass,2.9670519570942537
39,Perennial first-year biomass,2.9670519570942626
40,Perennial first-year biomass,2.9670519570942635
41,Perennial first-year biomass,2.9670519570942853
42,Perennial first-year biomass,2.9670519570942537
43,Perennial first-year biomass,2.9670519570942697
44,Perennial first-year biomass,2.967051957094281
45,Perennial first-year biomass,2.9670519570942564
46,Perennial first-year biomass,2.967051957094304
47,Perennial first-year biomass,2.967051957094255
48,Perennial first-year biomass,2.967051957094278
49,Perennial first-year biomass,2.9670519570943
50,Perennial first-year biomass,2.967051957094283
51,Perennial first-year biomass,2.9670519570942626
52,Perennial first-year biomass,2.967051957094292
53,Perennial first-year biomass,2.967051957094273
54,Perennial first-year biomass,2.9670519570942817
55,Perennial first-year biomass,2.9670519570942626
56,Perennial first-year biomass,2.967051957094292
57,Perennial first-year biomass,2.967051957094273
58,Perennial first-year biomass,2.9670519570942817
59,Perennial first-year biomass,2.9670519570942626
60,Perennial first-year biomass,2.967051957094292
61,Perennial first-year biomass,2.967051957094273
62,Perennial first-year biomass,2.9670519570942817
63,Perennial first-year biomass,2.9670519570942626
64,Perennial first-year biomass,2.967051957094292
65,Perennial first-year biomass,2.967051957094273
66,Perennial first-year biomass,2.9670519570942817
67,Perennial first-year biomass,2.9670519570942626
68,Perennial first-year biomass,2.967051957094292
69,Perennial first-year biomass,2.967051957094273
70,Perennial first-year biomass,2.9670519570942817
71,Perennial first-year biomass,2.9670519570942626
72,Perennial first-year biomass,2.967051957094292
73,Perennial first-year biomass,2.967051957094273
74,Perennial first-year biomass,2.9670519570942817
75,Perennial first-year biomass,2.9670519570942626
76,Perennial first-year biomass,2.967051957094292
77,Perennial first-year biomass,2.967051957094273
78,Perennial first-year biomass,2.9670519570942817
79,Perennial first-year biomass,2.9670519570942626
80,Perennial first-year biomass,2.967051957094292
81,Perennial first-year biomass,2.967051957094273
82,Perennial first-year biomass,2.9670519570942817
83,Perennial first-year biomass,2.9670519570942626
84,Perennial first-year biomass,2.967051957094292
85,Perennial first-year biomass,2.967051957094273
86,Perennial first-year biomass,2.9670519570942817
87,Perennial first-year biomass,2.9670519570942626
88,Perennial first-year biomass,2.967051957094292
89,Perennial first-year biomass,2.967051957094273
90,Perennial first-year biomass,2.9670519570942817
91,Perennial first-year biomass,2.9670519570942626
92,Perennial first-year biomass,2.967051957094292
93,Perennial first-year biomass,2.967051957094273
94,Perennial first-year biomass,2.9670519570942817
95,Perennial first-year biomass,2.9670519570942626
96,Perennial first-year biomass,2.967051957094292
97,Perennial first-year biomass,2.967051957094273
98,Perennial first-year biomass,2.9670519570942817
99,Perennial first-year biomass,2.9670519570942626
100,Perennial first-year biomass,2.967051957094292
1,Perennial adult biomass,0
2,Perennial adult biomass,0
3,Perennial adult biomass,0.5116122849965439
4,Perennial adult biomass,8.092564496999861
5,Perennial adult biomass,109.52049481653842
6,Perennial adult biomass,505.4360552641297
7,Perennial adult biomass,652.6655014758136
8,Perennial adult biomass,663.2214755415869
9,Perennial adult biomass,662.7634420273432
10,Perennial adult biomass,662.2420417796709
11,Perennial adult biomass,662.0147258898628
12,Perennial adult biomass,661.9254670651632
13,Perennial adult biomass,661.8911436765779
14,Perennial adult biomass,661.8780061987275
15,Perennial adult biomass,661.8729831608716
16,Perennial adult biomass,661.8710631287015
17,Perennial adult biomass,661.87032925348
18,Perennial adult biomass,661.8700487563956
19,Perennial adult biomass,661.8699415471334
20,Perennial adult biomass,661.8699005705663
21,Perennial adult biomass,661.8698849088775
22,Perennial adult biomass,661.8698789228121
23,Perennial adult biomass,661.8698766348718
24,Perennial adult biomass,661.8698757603947
25,Perennial adult biomass,661.869875426163
26,Perennial adult biomass,661.8698752984143
27,Perennial adult biomass,661.869875249588
28,Perennial adult biomass,661.8698752309252
29,Perennial adult biomass,661.8698752237939
30,Perennial adult biomass,661.8698752210668
31,Perennial adult biomass,661.8698752200257
32,Perennial adult biomass,661.8698752196277
33,Perennial adult biomass,661.8698752194742
34,Perennial adult biomass,661.8698752194155
35,Perennial adult biomass,661.8698752193937
36,Perennial adult biomass,661.869875219385
37,Perennial adult biomass,661.8698752193815
38,Perennial adult biomass,661.8698752193802
39,Perennial adult biomass,661.8698752193797
40,Perennial adult biomass,661.8698752193797
41,Perennial adult biomass,661.8698752193791
42,Perennial adult biomass,661.8698752193808
43,Perennial adult biomass,661.8698752193785
44,Perennial adult biomass,661.8698752193791
45,Perennial adult biomass,661.8698752193815
46,Perennial adult biomass,661.8698752193797
47,Perennial adult biomass,661.8698752193808
48,Perennial adult biomass,661.8698752193815
49,Perennial adult biomass,661.8698752193797
50,Perennial adult biomass,661.8698752193791
51,Perennial adult biomass,661.8698752193791
52,Perennial adult biomass,661.8698752193802
53,Perennial adult biomass,661.8698752193797
54,Perennial adult biomass,661.8698752193791
55,Perennial adult biomass,661.8698752193791
56,Perennial adult biomass,661.8698752193802
57,Perennial adult biomass,661.8698752193797
58,Perennial adult biomass,661.8698752193791
59,Perennial adult biomass,661.8698752193791
60,Perennial adult biomass,661.8698752193802
61,Perennial adult biomass,661.8698752193797
62,Perennial adult biomass,661.8698752193791
63,Perennial adult biomass,661.8698752193791
64,Perennial adult biomass,661.8698752193802
65,Perennial adult biomass,661.8698752193797
66,Perennial adult biomass,661.8698752193791
67,Perennial adult biomass,661.8698752193791
68,Perennial adult biomass,661.8698752193802
69,Perennial adult biomass,661.8698752193797
70,Perennial adult biomass,661.8698752193791
71,Perennial adult biomass,661.8698752193791
72,Perennial adult biomass,661.8698752193802
73,Perennial adult biomass,661.8698752193797
74,Perennial adult biomass,661.8698752193791
75,Perennial adult biomass,661.8698752193791
76,Perennial adult biomass,661.8698752193802
77,Perennial adult biomass,661.8698752193797
78,Perennial adult biomass,661.8698752193791
79,Perennial adult biomass,661.8698752193791
80,Perennial adult biomass,661.8698752193802
81,Perennial adult biomass,661.8698752193797
82,Perennial adult biomass,661.8698752193791
83,Perennial adult biomass,661.8698752193791
84,Perennial adult biomass,661.8698752193802
85,Perennial adult biomass,661.8698752193797
86,Perennial adult biomass,661.8698752193791
87,Perennial adult biomass,661.8698752193791
88,Perennial adult biomass,661.8698752193802
89,Perennial adult biomass,661.8698752193797
90,Perennial adult biomass,661.8698752193791
91,Perennial adult biomass,661.8698752193791
92,Perennial adult biomass,661.8698752193802
93,Perennial adult biomass,661.8698752193797
94,Perennial adult biomass,661.8698752193791
95,Perennial adult biomass,661.8698752193791
96,Perennial adult biomass,661.8698752193802
97,Perennial adult biomass,661.8698752193797
98,Perennial adult biomass,661.8698752193791
99,Perennial adult biomass,661.8698752193791
100,Perennial adult biomass,661.8698752193802
1,Annual susceptible biomass,815.5889304244208
2,Annual susceptible biomass,815.5889304244208
3,Annual susceptible biomass,815.5889304244253
4,Annual susceptible biomass,815.4981974672941
5,Annual susceptible biomass,814.1495907271537
6,Annual susceptible biomass,795.3471558253435
7,Annual susceptible biomass,699.5756039328597
8,Annual susceptible biomass,638.380613425868
9,Annual susceptible biomass,630.6354549091823
10,Annual susceptible biomass,630.4045027936513
11,Annual susceptible biomass,630.5751003195654
12,Annual susceptible biomass,630.6630641102585
13,Annual susceptible biomass,630.6986667432059
14,Annual susceptible biomass,630.712447296375
15,Annual susceptible biomass,630.717729579113
16,Annual susceptible biomass,630.7197498865519
17,Annual susceptible biomass,630.7205221955214
18,Annual susceptible biomass,630.7208173924596
19,Annual susceptible biomass,630.7209302211525
20,Annual susceptible biomass,630.7209733456325
21,Annual susceptible biomass,630.7209898282879
22,Annual susceptible biomass,630.7209961281385
23,Annual susceptible biomass,630.7209985360101
24,Annual susceptible biomass,630.7209994563245
25,Annual susceptible biomass,630.7209998080774
26,Annual susceptible biomass,630.720999942522
27,Annual susceptible biomass,630.7209999939079
28,Annual susceptible biomass,630.7210000135483
29,Annual susceptible biomass,630.7210000210559
30,Annual susceptible biomass,630.7210000239247
31,Annual susceptible biomass,630.7210000250216
32,Annual susceptible biomass,630.72100002544
33,Annual susceptible biomass,630.7210000256008
34,Annual susceptible biomass,630.7210000256624
35,Annual susceptible biomass,630.7210000256848
36,Annual susceptible biomass,630.7210000256938
37,Annual susceptible biomass,630.7210000256971
38,Annual susceptible biomass,630.7210000256994
39,Annual susceptible biomass,630.7210000256994
40,Annual susceptible biomass,630.7210000256999
41,Annual susceptible biomass,630.7210000257005
42,Annual susceptible biomass,630.7210000256999
43,Annual susceptible biomass,630.7210000256994
44,Annual susceptible biomass,630.7210000256994
45,Annual susceptible biomass,630.7210000257011
46,Annual susceptible biomass,630.7210000256994
47,Annual susceptible biomass,630.7210000257005
48,Annual susceptible biomass,630.7210000256994
49,Annual susceptible biomass,630.7210000257005
50,Annual susceptible biomass,630.7210000257011
51,Annual susceptible biomass,630.7210000256999
52,Annual susceptible biomass,630.7210000256994
53,Annual susceptible biomass,630.7210000256999
54,Annual susceptible biomass,630.7210000257011
55,Annual susceptible biomass,630.7210000256999
56,Annual susceptible biomass,630.7210000256994
57,Annual susceptible biomass,630.7210000256999
58,Annual susceptible biomass,630.7210000257011
59,Annual susceptible biomass,630.7210000256999
60,Annual susceptible biomass,630.7210000256994
61,Annual susceptible biomass,630.7210000256999
62,Annual susceptible biomass,630.7210000257011
63,Annual susceptible biomass,630.7210000256999
64,Annual susceptible biomass,630.7210000256994
65,Annual susceptible biomass,630.7210000256999
66,Annual susceptible biomass,630.7210000257011
67,Annual susceptible biomass,630.7210000256999
68,Annual susceptible biomass,630.7210000256994
69,Annual susceptible biomass,630.7210000256999
70,Annual susceptible biomass,630.7210000257011
71,Annual susceptible biomass,630.7210000256999
72,Annual susceptible biomass,630.7210000256994
73,Annual susceptible biomass,630.7210000256999
74,Annual susceptible biomass,630.7210000257011
75,Annual susceptible biomass,630.7210000256999
76,Annual susceptible biomass,630.7210000256994
77,Annual susceptible biomass,630.7210000256999
78,Annual susceptible biomass,630.7210000257011
79,Annual susceptible biomass,630.7210000256999
80,Annual susceptible biomass,630.7210000256994
81,Annual susceptible biomass,630.7210000256999
82,Annual susceptible biomass,630.7210000257011
83,Annual susceptible biomass,630.7210000256999
84,Annual susceptible biomass,630.7210000256994
85,Annual susceptible biomass,630.7210000256999
86,Annual susceptible biomass,630.7210000257011
